"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","stock.data.a6.df$ARCO"
"179",37.52,10.61,32.529999,88.019997,3.05,0.05,47.98,13.16,22.831745,59.561348,1.89,0.9,0.99,0.7,0.92,32.029999,49.959999,30.055637,66.174713,124.242867,67.492622,35.64164,4.851235,0.6,17.48361,7.53,4.225,3.571198,31.74,15.58,11.72,18.799622,22.629999,3.74,30.67,3.949659
"180",38.25,9.52,32.529999,103.529999,3.16,0.05,38.970001,12.19,21.757311,62.180271,1.78,0.99,1,0.65,1.03,34.189999,50.419998,32.074436,65.060966,137.514099,71.00843,38.603134,4.879661,0.55,16.570576,6.55,3.705,3.472546,23.49,11.65,9.01,17.24691,20.07,3.2,21.379999,3.12276
"181",35.150002,7.66,25.129999,74.199997,2.14,0.06,27.65,8.96,12.007806,60.6581,1.59,0.82,0.9,0.73,0.98,34.080002,47.549999,32.38575,63.287872,137.408478,69.172089,37.122387,5.874543,0.65,17.901274,7.44,3.825,4.2223,21.51,10.29,8.39,17.659657,20.309999,3.45,21.280001,3.200586
"182",30.860001,7.6,24.18,72.5,2.41,0.06,32.220001,8.63,17.25065,60.193329,1.67,0.913,0.9,0.72,1.17,35.060001,49.380001,33.640427,63.314587,127.805534,69.725754,37.848618,5.495541,0.65,18.785168,6.89,3.75,3.95594,21.35,10.38,8.69,16.490208,20.040001,3.39,24.5,3.463248
"183",31.940001,7.15,23.559999,68.82,2.79,0.06,31.01,8.65,20.125759,56.371922,1.59,0.82,0.83,0.69,1.16,31.549999,47.779999,31.008434,61.318756,117.540001,66.828209,37.178974,5.277614,0.65,18.00812,7.31,3.7,4.429469,22.219999,10.25,9.83,15.890742,18.950001,3.35,26.25,3.220042
"184",33.73,6.86,24.030001,71.709999,2.68,0.06,35.919998,8.77,20.722668,55.174351,1.55,0.834,0.87,0.68,1.13,32.130001,49.630001,31.498985,57.46962,114.323021,65.213333,36.575356,6.016669,0.7,20.339266,8.17,3.785,4.557716,26.889999,13.92,13.53,17.364838,21.389999,3.28,33,3.356237
"185",37.66,9.4,28.91,92.68,3.33,0.06,40.290001,10.21,25.060202,60.709743,1.7,0.88,0.92,0.67,1.16,34.009998,54.5,33.480057,60.13372,118.010544,67.880188,38.565407,5.874543,0.65,21.232872,8.24,3.855,4.833942,31.1,15.39,15.96,17.964304,21.940001,3.79,36.599998,3.365966
"186",39.400002,11.34,29.84,92.540001,4.35,0.06,46.830002,12.72,25.726749,60.375309,1.83,0.94,0.83,0.66,1.17,35.299999,52.419998,34.791332,60.507942,117.098267,70.953064,38.084404,7.371604,0.7,21.4757,9.51,4.135,5.307471,31.700001,15.66,16.51,18.40653,23.200001,3.82,35.549999,3.657812
"187",41.23,10.93,32.490002,97.209999,5.2,0.06,46.639999,12.6,29.686241,63.552437,1.82,0.87,0.87,0.66,1.15,39.66,53.23,37.262951,65.782677,129.015518,73.583008,39.951836,7.627432,0.65,20.922056,9.21,4.015,5.49491,29.549999,14.04,14.79,17.571211,21.91,3.64,32.84,3.434063
"188",36.380001,9.75,29.870001,90.910004,4.91,0.06,44.240002,11.07,27.029999,60.921223,1.7,0.79,0.89,0.67,1.13,38.919998,48.34,36.7724,64.749092,128.785049,73.158531,40.05558,7.608481,0.7,22.835537,9.56,4.15,5.504775,28.67,12.25,12.42,17.148638,21.49,3.6,30.16,3.249227
"189",35.099998,8.79,28.33,84.989998,4.74,0.06,44.700001,10.6,26.16,62.65979,1.73,0.75,0.88,0.69,1.09,40.049999,52.720001,38.479893,67.038979,132.943115,75.576225,41.99847,7.276854,0.7,23.204636,9.45,4.25,6.126281,28.530001,12.19,12.89,17.089672,21.719999,3.43,31.549999,3.249227
"190",35.610001,8.95,28.469999,81.800003,4.27,0.06,45.290001,10.44,26.190001,62.531914,1.73,0.743,0.88,0.7,1.23,38.369999,54.560001,37.885571,67.885429,133.21199,76.083755,42.121082,7.276854,0.65,22.573284,8.72,3.93,5.741539,23.870001,10.69,11.32,16.175734,20.389999,3.03,25.65,2.947652
"191",32.040001,8.11,26.35,71.290001,3.71,0.06,38.18,9.84,21.639999,59.241673,1.65,0.706,0.84,0.69,1.23,34.700001,53.919998,36.432789,65.417366,131.003326,74.681122,41.291111,7.532681,0.7,24.127384,8.82,3.935,5.810596,22.68,10.06,10.53,16.814508,21.08,3.08,23.42,2.967108
"192",31.5,7.63,24.66,69.5,3.74,0.06,37.32,9.55,21.52,60.230221,1.67,0.675,0.86,0.7,1.29,37.060001,53.900002,36.979942,66.940964,136.534607,77.144966,41.272243,7.826408,0.7,24.855869,8.76,4.2,5.810596,22.48,9.39,10.51,16.382107,20.65,3.18,22.889999,2.95738
"193",30.540001,7.48,24.690001,69.349998,3.52,0.06,35.16,9.54,19.98,59.364632,1.6,0.624,0.82,0.71,1.33,34.869999,52.650002,36.498821,65.372818,134.114655,77.181877,41.460876,8.271735,0.85,25.632914,9.39,4.235,6.02763,22.32,9.5,10.47,16.942263,21.200001,3.65,24.02,3.204653
"194",30.700001,7.73,26.67,74.860001,3.8,0.06,37.07,9.75,22.49,64.543457,1.75,0.733,0.84,0.65,1.42,39.59,57.650002,37.810104,67.475571,135.987244,79.110504,41.790977,8.300161,0.85,26.400251,9.8,4.4,6.264394,22.25,10.22,11.44,17.71862,21.84,3.93,24.48,3.353016
"195",32.77,8.76,29.030001,81.629997,4.13,0.06,39.25,10.62,24.5,63.795879,1.81,0.805,0.85,0.69,1.54,37.610001,59.09,37.083714,67.17263,136.246521,77.504852,40.649769,8.726538,0.85,27.128735,9.76,4.44,6.363046,23.23,11.33,12.51,17.964304,22.18,3.98,27.51,3.50138
"196",34.299999,9.03,29.139999,79.220001,4.62,0.06,42.049999,11.21,25.65,65.428719,1.99,0.818,0.83,0.7,1.55,37.98,58.880001,37.715767,69.997108,140.4142,79.008995,41.357132,8.754965,0.85,25.9923,9.76,4.705,6.323585,24.389999,12.51,14.08,17.895512,21.879999,3.8,31.5,3.946471
"197",36.470001,9.5,31.610001,83.330002,4.57,0.06,45.5,11.82,28.379999,65.900848,2.16,0.941,0.83,0.68,1.57,40.459999,60.299999,39.215717,71.057396,139.943665,78.298447,42.121082,8.480188,0.75,25.399799,9.63,4.565,6.481428,23.25,11.56,13.32,18.131367,21.74,3.78,28.91,3.788216
"198",34.259998,9.03,29.51,75.879997,4.39,0.06,41.84,11.41,26.799999,67.194336,2.17,0.903,0.95,0.68,1.65,38.849998,58.470001,38.583668,71.547455,138.685669,77.698639,44.667587,8.176986,0.8,22.505291,9.88,4.995,6.945092,24.540001,11.95,13.88,18.092058,21.620001,3.83,30.9,3.600289
"199",34.779999,9.24,31.049999,79.080002,4.45,0.06,45.580002,11.47,27.129999,70.587852,2.22,0.98,0.94,0.7,1.6,40.130001,62.73,39.394955,74.269371,145.110031,79.562668,45.912544,7.816933,0.8,22.068201,9.39,4.8,6.570215,24.35,12.29,13.76,17.836548,21,3.95,31.860001,3.817889
"200",32.82,9.19,30.08,77.720001,4.64,0.06,45.669998,11.69,27.08,69.943581,2.12,0.937,1.22,0.69,1.59,38.299999,61.279999,38.206318,73.989044,145.177246,78.999771,45.299496,7.854834,0.8,22.612137,10.42,4.74,6.649136,22.780001,11.07,12.66,17.590864,20.950001,3.73,28.209999,3.679416
"201",30.68,8.73,28.26,72.550003,4.49,0.11,44.130001,10.76,25.219999,70.499329,2.12,0.937,1.21,0.69,1.5,38.900002,62.639999,38.130844,74.025215,148.586304,80.780746,46.336956,8.991841,0.85,22.835537,10.64,4.84,6.718193,24.27,11.57,13.35,18.52446,22.389999,4.04,29.08,3.778325
"202",31.190001,8.98,29.93,74.989998,4.64,0.11,49.830002,11.51,25.75,69.542747,2.14,0.988,1.12,0.68,1.57,39.77,61.509998,38.791203,75.463036,151.044647,82.395622,47.185795,9.181341,0.9,23.224064,10.47,4.78,6.451833,23.639999,11.06,12.95,18.701351,22.940001,3.95,27.790001,3.679416
"203",31.059999,8.63,29.23,71.989998,4.55,0.11,48.77,11.54,25.02,68.099281,2.05,1.045,1.08,0.67,1.59,39.130001,61.200001,40.404362,75.951347,151.524796,82.847786,47.572487,8.214886,0.9,20.747217,10.11,4.59,6.175608,23.1,11,12.75,18.278776,22.18,3.77,27.879999,3.461816
"204",30.110001,8.33,28.290001,72.720001,4.16,0.11,49.299999,11.43,24.290001,65.994308,1.96,2.675,1.16,0.67,1.53,38.759998,61.279999,39.58363,72.668755,146.608093,81.454376,47.223522,8.37596,0.95,21.397997,10.54,4.71,6.363046,22.469999,10.27,11.93,19.487534,23.43,3.81,25.879999,3.461816
"205",29.709999,7.86,27.530001,71.080002,4.39,0.11,50.060001,11.41,23.389999,67.895164,1.97,2.18,1.15,0.7,1.56,39.200001,62.540001,40.413792,73.672539,150.487717,81.482071,47.497036,8.792866,1.1,21.78652,10.54,4.62,6.353181,22.48,10.25,11.8,19.664425,23.85,3.85,25.719999,3.620071
"206",30.139999,8.01,28.200001,70.040001,4.35,0.11,51.080002,11.27,24.799999,67.632057,2,2.31,1.19,0.71,1.53,39.049999,64.059998,39.894943,74.187988,153.579803,81.297508,47.52533,9.067643,1.15,22.398447,11.16,4.65,6.372911,22.41,10.31,12.15,19.880625,24.120001,3.78,25.559999,3.511271
"207",29.33,7.95,28.01,69.580002,3.78,0.11,50.16,11.44,25.77,69.584564,2.22,2.26,1.24,0.74,1.49,38.669998,64.540001,40.753403,75.589622,156.460724,82.174156,48.27042,9.465593,1.2,27.934925,11.08,4.745,6.876036,22.16,10.02,12.25,19.93959,24.32,3.89,25,3.481598
"208",29.110001,8.12,27.85,69.57,3.96,0.11,41.330002,11.52,27.110001,69.633743,2.16,2.31,1.36,0.74,1.55,39.209999,65.769997,41.187351,76.584358,154.885849,82.672455,48.55336,9.53192,1.2,29.032505,10.85,4.735,7.043744,24.34,11.26,14.34,20.037863,24.99,4.28,27.84,3.669525
"209",29.690001,9.02,31.58,76.970001,4.42,0.11,44.720001,13.6,29.27,68.50502,2.29,2.32,1.42,0.76,1.55,39.529999,64.489998,40.800575,74.839073,151.054276,81.242134,48.072357,10.1099,1.45,28.119473,11.55,4.93,7.30024,27.32,12.63,15.38,21.138521,25.950001,5.13,31.209999,3.906907
"210",30.969999,10.13,34,83.160004,5.05,0.08,45.310001,15.65,31.799999,70.755074,2.45,2.18,1.42,0.76,1.55,42.540001,64.910004,40.621338,75.743362,148.999252,79.092041,47.836571,9.740372,1.4,29.73185,11.13,4.74,6.737923,25.91,12.01,15.02,19.379433,25.17,4.91,29.58,3.768434
"211",31.25,9.74,32.52,78.480003,4.61,0.129,44.209999,14.4,30.950001,72.247726,2.25,2.23,1.32,0.75,1.55,41.279999,62.75,41.423195,74.332664,148.499878,78.187721,49.307884,9.45612,1.3,30.382631,10.79,4.665,6.619541,24.120001,10.64,13.17,19.851145,24.049999,4.76,26.620001,3.689307
"212",29.23,9.02,30.110001,73.830002,4.27,0.129,42.599998,12.97,27.219999,71.084602,2.2,2.19,1.2,0.73,1.53,39.900002,59.639999,40.423225,74.911415,147.529968,76.969643,48.911758,9.47507,1.25,30.266073,10.98,4.525,6.56035,22.57,9.82,12.9,19.575979,23.299999,4.55,25.26,3.550834
"213",27.559999,8.62,28.77,70.040001,4.08,0.129,44.560001,12.98,26.17,72.090363,2.28,2.3,1.23,0.77,1.52,39.099998,58.740002,40.347759,74.025215,147.193863,77.514076,49.373901,9.541396,1.25,31.587059,11.15,4.585,6.570215,21.709999,9.51,12.31,19.232023,23.290001,4.59,24.120001,3.491489
"214",26.42,8.29,28.969999,68.959999,4.29,0.12,41.540001,12.56,24.83,73.172363,2.13,2.4,1.2,0.78,1.7,39.959999,58.02,40.706238,77.19928,151.620834,78.206177,50.430237,9.730898,1.35,31.373367,11.29,4.635,6.639271,21,9.25,11.55,18.367222,22.35,4.6,22.91,3.550834
"215",24.93,8.02,27.83,66.290001,4.11,0.12,39.950001,11.69,24.01,73.927292,2.03,2.2,1.23,0.73,1.75,39.599998,58.150002,40.281723,77.244476,150.458862,78.759842,50.967827,11.038457,1.55,33.180008,11.83,4.715,6.925362,21.68,9.54,10.51,18.219814,22.040001,4.55,22.75,3.629962
"216",25.450001,8.18,28.25,66.230003,3.74,0.12,42.23,11.8,24.07,74.692055,2.11,2.01,1.23,0.77,2.21,40.16,58.869999,40.442093,76.159348,146.89621,78.132347,49.741737,10.792104,1.65,32.830334,11.88,4.84,7.181856,22.719999,10.14,10.56,18.662041,22.43,4.62,25.42,3.758543
"217",27.200001,9.09,30,75.410004,3.93,0.12,43.560001,12.91,29.450001,76.469856,2.9,2.13,1.12,0.72,2.74,36.439999,61.349998,40.857178,75.924217,147.414749,78.372276,50.260468,10.1099,1.4,33.218864,12.1,4.83,7.043744,22.01,10.1,10.19,18.878241,22.43,4.43,23.969999,3.649744
"218",26.09,8.56,28.360001,73.800003,3.69,0.06,42.619999,12.22,27.969999,77.673141,2.67,2.07,1.2,0.75,2.72,38.330002,61.549999,40.310024,79.487129,152.254623,79.904091,50.882942,10.479427,1.5,31.557919,11.75,4.695,6.530754,21.030001,9.65,9.45,18.396704,22.35,4.35,22.76,3.560725
"219",25.24,8.06,26.85,73.199997,3.43,0.06,40.650002,11.6,25.91,76.785469,2.69,1.92,1.17,0.75,2.42,37.16,59.41,39.34779,81.802101,151.457596,78.575287,51.033852,9.740372,1.5,31.06255,10.95,6.17,6.175608,19.41,9.11,8.2,17.649828,21.27,4.11,20.709999,3.313453
"220",24,7.89,25.52,77.650002,3.42,0.06,37.09,11.5,23.99,75.858353,2.3,1.87,1.11,0.77,2.19,37.57,57.119999,39.762871,80.364288,151.659241,78.621422,52.165627,9.749846,1.5,30.295212,10.46,6.515,6.037495,19.379999,9.15,8.3,17.453283,21.09,3.99,20.299999,3.204653
"221",24.780001,8.23,26.139999,74.389999,3.63,0.06,39.009998,11.47,23.059999,76.324394,2.59,1.88,1.07,0.8,2.52,37.400002,55.93,38.744034,81.331871,152.807388,77.541763,50.458527,9.854074,1.35,30.955704,10.52,6.22,6.461698,19.190001,9.04,8.01,17.178118,20.969999,3.98,19.92,3.145307
"222",23.870001,8.24,25.629999,75.510002,3.73,0.13475,38.099998,11.16,24.040001,75.873154,2.46,1.84,1.16,0.77,2.4,38.490002,54.950001,38.904408,82.028183,153.627472,77.532532,50.373642,10.413103,1.35,31.781319,10.69,6.385,6.550485,21.860001,9.87,9.99,17.856203,22.219999,4.48,24.129999,3.402471
"223",27.09,8.98,29.049999,85.550003,4.42,0.13975,42.200001,13.31,26.950001,77.660805,2.44,1.89,1.14,0.73,2.3,41.099998,58.259998,40.800575,82.715439,152.402145,78.298447,50.411369,10.422578,1.4,32.315536,10.54,6.42,6.501158,21.76,9.64,9.69,17.777584,22.4,4.39,23.68,3.422253
"224",27.690001,8.92,28.66,82.900002,4.06,0.1299,40.740002,12.43,25.99,77.212051,2.73,1.95,1.11,0.76,2.25,40.380001,60.389999,40.574162,82.471275,151.186493,78.649117,50.524544,10.518109,1.4,34.61755,12.02,6.94,6.826709,22.719999,9.87,9.75,18.023266,22.719999,4.75,24.91,3.50138
"225",29.15,9.19,30.26,86.589996,4.49,0.1295,41.400002,13.11,27.52,78.713684,2.57,1.88,1.14,0.76,2.41,41.099998,63.279999,42.5741,82.462234,147.742096,79.313515,50.72261,10.451237,1.3,34.306728,11.66,7.13,6.639271,23.16,9.89,10.07,17.39432,21.65,4.71,25.84,3.481598
"226",29.6,9.42,31.84,89.639999,4.49,0.1295,40.990002,13.43,28.18,78.126831,2.66,1.85,1.12,0.73,2.49,41.09,62.549999,42.187321,84.117081,146.922012,78.427635,52.137337,10.699621,1.3,35.171192,11.69,7.245,6.56035,22.690001,9.7,10.17,16.431244,20.860001,4.72,25.4,3.402471
"227",28.870001,9.24,31.02,87.5,4.36,0.1295,41.290001,13.38,28.18,78.629845,2.72,1.91,1.14,0.76,2.86,42.07,62.669998,41.99865,83.285141,145.841415,78.353821,52.080746,10.642302,1.25,34.277592,11.32,7.825,6.649136,25.65,11.14,12.31,17.954475,21.35,5.25,29.540001,3.768434
"228",32.52,10.57,35.029999,101.290001,4.55,0.129,45.619999,15.15,30.67,78.097252,2.73,1.87,1.15,0.72,2.73,44.529999,63.779999,42.159019,82.028183,142.754013,78.483009,50.090702,10.871579,1.3,35.015785,10.55,7.815,6.767519,26.32,11.98,13.9,17.423801,21.74,5.24,30.690001,3.956362
"229",33.66,10.9,35.740002,109.559998,4.69,0.129,46.389999,16.440001,34.290001,78.437508,2.71,1.92,1.15,0.73,2.45,45.959999,64.870003,41.574135,81.368065,140.573517,77.929337,49.487083,10.642302,1.35,33.539394,10.49,7.87,6.659002,25.66,10.98,12.93,16.922609,21.09,4.99,28.889999,3.778325
"230",32.549999,10.17,34.459999,105.940002,4.5,0.12,44.790001,14.85,32.669998,78.472046,2.53,1.95,1.1,0.73,2.44,44.66,63.650002,42.357128,81.413269,145.349335,79.618034,50.458527,10.890684,1.35,35.598576,10.67,7.62,6.708328,25.209999,10.5,12.95,17.079845,20.84,5,28.040001,3.837671
"231",32.099998,10.07,34.189999,106.550003,4.4,0.12,43.860001,14.43,32.07,78.395599,2.48,1.93,1.13,0.74,2.49,45.240002,63.939999,42.88541,83.800575,147.568405,80.679237,51.495987,11.215495,1.4,37.006969,10.6,7.375,6.718193,26.17,11.11,13.96,17.296047,21.33,5.13,29.459999,3.867343
"232",33.619999,10.2,36.110001,108.959999,4.83,0.12,46.740002,14.99,33.049999,79.359703,2.61,1.87,1.13,0.72,2.38,45.029999,65.849998,43.158985,82.019135,147.086044,79.987144,52.024155,10.776047,1.5,36.725296,10.2,6.9,6.708328,26.41,11.22,14.49,18.180504,22.120001,5.35,29.91,4.164071
"233",34.48,10.31,36.200001,112.650002,5.84,0.065,48.380001,15.88,34.060001,79.727097,2.67,1.91,1.27,0.74,2.5,46.389999,66,43.206154,82.326591,148.446411,79.784134,51.609173,11.100856,1.5,37.580048,10.7,7.23,6.747788,28.469999,11.85,17.309999,18.249294,22.559999,5.65,33.650002,4.460798
"234",36.419998,11.27,39.299999,121.660004,6.9,0.08,53.040001,16.950001,36.91,80.166,2.59,1.94,1.25,0.73,2.49,48.790001,66.440002,43.413696,82.190948,147.163223,79.082817,51.873253,10.928898,1.5,34.860378,10.67,7.145,6.668867,32.380001,16.719999,21.02,18.475321,22.610001,5.9,39.099998,4.539925
"235",38.27,13.02,42.32,125.839996,6.63,0.08,54.34,19.459999,40.029999,79.475601,2.61,1.94,1.2,0.74,2.5,49.529999,65.269997,43.941982,84.135185,145.407257,78.547607,50.807491,10.99577,1.5,32.024151,10.88,7.125,6.856305,34.16,18.59,22.620001,19.929764,25.200001,6.52,42.41,4.638834
"236",38.18,13.69,42.720001,124.099998,7.56,0.12,57.02,19.360001,42.619999,81.739143,2.72,2.34,1.25,0.74,2.43,49.330002,66.290001,44.498566,84.867645,143.960037,79.258148,50.788624,11.521199,1.4,33.034306,10.89,7.425,6.994418,36.970001,20.309999,25.559999,20.5194,26.4,6.67,48.689999,5.074034
"237",40.59,15.59,50.240002,133.75,9.86,0.12,61.389999,21.200001,47.220001,82.22242,2.64,2.32,1.28,0.75,2.44,49.400002,67.57,44.649506,85.536819,143.960037,79.055138,49.590828,11.091303,1.4,33.568531,10.76,7.475,7.07334,34.169998,18.549999,22.76,19.959244,26.17,6.29,44.639999,4.955343
"238",38.009998,14.21,46.099998,129.970001,9.24,0.13,58.02,19.549999,43.900002,84.818832,2.67,3.13,1.41,0.75,2.33,48.66,67.010002,44.451401,86.965599,143.882858,81.602028,49.732304,10.986217,1.5,32.908039,10.64,7.575,6.866171,31.639999,17.02,19.469999,19.06496,24.809999,5.98,39.720001,4.727852
"239",37.139999,12.63,41.48,121.93,8.07,0.11275,55.389999,17.84,37.48,87.001015,2.75,2.42,1.27,0.75,2.31,47.189999,66.160004,44.102352,87.62574,145.687057,81.205231,50.590565,9.801615,1.25,31.033409,10.03,6.855,6.441968,27.200001,14.38,16.08,18.180504,23.25,4.89,33.32,4.124507
"240",32.830002,11.11,35.59,106.970001,6.57,0.07,49.759998,14.96,30.889999,82.824059,2.45,2.02,1.16,0.74,2.14,43.57,60.330002,41.517532,83.429832,139.010529,77.883202,48.638248,10.050002,1.3,30.644882,10.16,7.07,6.59981,30.43,16.74,18.82,18.789797,24.18,5.31,39.66,4.332216
"241",35.869999,12.22,38.470001,112.989998,7.35,0.13,53.41,16.200001,34.560001,83.539116,2.45,2.12,1.38,0.75,2.21,44.540001,60.84,42.659004,83.610687,138.489502,77.837051,48.543934,10.288832,1.3,31.96587,10.24,7.37,6.836575,30.459999,16.700001,19.73,18.691523,23.43,5.37,39,4.164071
"242",36.34,12.01,37.77,114.239998,7.57,0.13,54.549999,16.59,35.419998,84.572258,2.42,2.16,1.39,0.75,2.38,46.389999,61.66,43.158985,84.171356,136.540604,78.584511,49.647415,10.63275,1.3,33.053741,10.46,8.595,6.984553,31.299999,17.030001,20.719999,18.721004,23.34,5.73,40.209999,4.144289
"243",36.57,12.27,38.209999,115.339996,7.3,0.06,53.950001,16.950001,36.68,86.813622,2.44,2.21,1.96,0.83,2.33,47.290001,63.919998,44.140091,86.866135,157.949844,80.060974,50.533981,10.518109,1.2,31.577339,10.54,8.25,6.915497,30.719999,16.98,19.92,18.37705,23.129999,5.6,39.25,4.144289
"244",36.310001,11.94,37.41,113.970001,7.12,0.1295,51.23,16.370001,34.549999,86.692795,2.33,2.73,1.72,0.76,2.38,47.240002,63,44.187256,86.576767,154.341415,82.580177,50.835789,10.680515,1.25,31.276237,10.63,8.2,6.757654,30.790001,16.49,19.9,18.632559,23.290001,5.53,39.34,4.124507
"245",35.849998,12.04,37.450001,114.019997,6.92,0.1295,49.380001,16.25,35.080002,86.727318,2.24,2.63,1.65,0.69,2.31,47.209999,61.400002,43.668407,87.019867,155.40274,82.737053,49.666279,10.518109,1.2,30.829433,10.53,8.76,6.866171,29.51,16,18.809999,18.642385,23.219999,5.96,36.84,4.114615
"246",34.549999,11.4,36.290001,109.339996,6.99,0.1295,49.169998,15.66,33.52,86.231705,2.36,2.37,1.61,0.69,2.52,45.610001,60.189999,43.640102,87.453918,154.312485,84.065865,50.005814,10.48945,1.35,31.791035,10.95,8.62,7.083205,29.309999,14.92,18.5,18.445841,22.799999,5.87,36.540001,4.04538
"247",34.360001,11.21,36.470001,110.300003,6.76,0.1295,46.939999,14.54,32.669998,88.487854,2.26,2.61,1.76,0.68,2.45,46.549999,60.41,44.385365,87.96032,154.80455,83.622932,50.383076,10.479897,1.3,30.936275,10.88,8.315,6.915497,29.639999,14,18.780001,18.37705,22.799999,5.75,36.080002,4.05527
"248",34.75,11.34,36.830002,114.5,7.74,0.12,50.009998,14.72,32.919998,90.37661,2.17,2.75,1.55,0.67,2.47,46.450001,60.380001,44.828743,87.99649,153.733597,83.475281,51.16589,9.954469,1.25,29.003368,10.43,8.52,6.767519,27.34,13.04,16.92,18.170675,22.219999,5.34,33.07,3.807998
"249",32.25,10.26,34.389999,107.889999,6.78,0.12,48.380001,13.69,29.709999,88.781281,2.21,2.88,1.48,0.68,2.5,43.98,58.560001,43.847645,86.034187,151.504883,81.943459,49.166416,9.992682,1.2,30.168941,10.72,8.955,6.797114,28.01,13.17,17.4,18.101885,22.459999,5.37,34.689999,3.837671
"250",32.970001,10.67,35.48,106.949997,7.14,0.12,49.93,14.07,31.32,89.9599,2.42,2.885,1.46,0.65,2.38,44.549999,59.200001,44.309895,87.707108,157.129776,82.681686,49.996387,10.145533,1.15,30.236931,10.55,8.98,6.392642,26.91,12.38,16.58,17.787413,22.34,5.16,32.889999,3.93658
"251",31.959999,10.3,34.299999,106.699997,6.7,0.12,47.279999,13.52,30.58,87.195808,2.3,2.84,1.4,0.69,2.32,43.740002,59.349998,44.04575,86.929436,157.10083,80.374718,49.70401,10.327046,1.15,29.848408,10.25,9.03,6.570215,28.610001,13.32,18,18.013439,22.4,5.44,35.27,4.173961
"252",35.040001,11.06,36.91,111.629997,6.92,0.12,51.57,14.27,32.860001,89.205376,2.36,2.79,1.42,0.67,2.33,45.990002,60.200001,44.12122,87.209763,156.994675,80.586967,49.902065,10.441685,1.2,30.878,10.47,9.125,6.718193,28.049999,13.07,17.799999,17.807066,22.09,5.28,34.610001,4.144289
"253",34.18,10.9,36.259998,109.209999,6.78,0.12,50.560001,14.04,32.619999,89.950035,2.23,2.82,1.36,0.67,2.39,46.82,62.419998,44.187256,88.783226,158.40332,80.596184,49.883202,10.135979,1.15,30.227222,10.32,9.115,6.747788,27.700001,12.81,17.73,17.856203,22.450001,5.31,34.450001,4.213525
"254",33.810001,10.67,35.700001,108.290001,7.2,0.12,50,13.77,31.4,89.779892,2.24,2.96,1.48,0.67,2.44,45.59,61.259998,44.819309,89.651352,157.554245,81.066811,50.288761,10.050002,1.15,30.042671,10.42,9.295,6.747788,27.719999,12.5,17.4,18.386875,23.129999,5.29,34.139999,4.441015
"255",34.119999,10.67,36.490002,109.220001,7.02,0.06,50.900002,13.77,30.959999,89.779892,2.21,2.84,1.48,0.67,2.85,46,62.779999,45.074017,89.416222,158.104202,80.808426,50.741474,10.737834,1.2,32.577793,10.62,10.115,6.836575,28.440001,12.8,17.74,20.087,25.459999,5.28,35.209999,4.698179
"256",34.299999,11.01,37.080002,111.32,7.56,0.06,51.799999,14.25,31.969999,92.181526,2.26,2.92,1.48,0.66,2.66,46.279999,64.32,46.366436,89.533783,161.01796,81.629715,51.024414,10.527664,1.15,30.295212,10.37,9.91,6.461698,27.01,11.91,16.77,18.809999,24.040001,5.17,32.549999,5.024579
"257",33.009998,10.5,36.099998,106.809998,7.49,0.06,49.52,13.58,30.379999,91.895493,2.12,3.42,1.43,0.64,2.9,45.509998,64.050003,45.158924,89.84124,160.882874,81.020676,50.430237,10.54677,1.3,29.683283,10.24,10.01,6.767519,27.01,11.99,16.709999,19.35,24.610001,5.3,32.529999,4.965233
"258",32.889999,10.6,36.259998,110.209999,7.43,0.06,49.810001,13.8,30.030001,94.035767,2.15,3.86,1.45,0.66,3.38,45.330002,63.259998,45.38533,89.777954,163.179153,81.315964,51.109299,10.584981,1.25,30.839148,10.53,10.395,7.152261,25.65,11.18,15.91,18.709999,23.93,5.1,30.17,4.767416
"259",31.57,9.98,34.439999,101.739998,7.28,0.06,47.259998,12.82,28.09,94.44014,2.09,3.36,1.8,0.67,3.34,43.990002,65.120003,44.687241,88.566193,160.59343,80.596184,50.90181,10.43213,1.25,31.149965,10.4,10.185,7.142395,27.09,11.94,17.530001,18.540001,23.790001,5.09,32.669998,4.80698
"260",33.220001,10.6,35.73,110.290001,7.82,0.06,49.610001,13.6,30.09,94.605339,2.1,3.54,1.78,0.67,3.55,45.299999,64.330002,44.555168,87.562424,157.612167,80.291672,50.703747,10.37481,1.25,30.353489,10.4,10.245,7.142395,26.82,11.63,16.719999,18.200001,23.290001,4.93,31.76,4.747634
"261",32.639999,10.17,34.880001,109.889999,7.42,0.06,47.150002,13.06,29.74,94.1689,2.02,3.16,1.53,0.67,3.61,46.169998,62.720001,45.441933,88.493851,156.377197,79.433479,50.21331,10.565875,1.25,31.742464,10.68,9.51,7.280509,26.110001,11.57,17.27,18.35,23.389999,4.95,31.74,4.727852
"262",33.25,10.39,35.490002,111.889999,7.62,0.12,47.57,13.26,30.1,95.727249,2.06,3.2,1.58,0.68,3.71,46.57,64.160004,45.960785,90.498421,158.113861,80.716156,50.91124,10.81426,1.2,31.96587,10.86,10.34,7.546869,28.6,13.44,19.360001,18.540001,23.690001,5.3,36.369999,4.826761
