"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"673",11235300,10192400,3083700,280500,2065300,0,463900,1476500,2304700,83474400,787300,550800,100500,397000,2000400,85100,167500,2763500,7489900,2873200,2600700,8240600,333200,1287140,146200,220000,46200,616500,15773500,43654300,4235700,52000,42100,938100,12915800,1782400
"674",8702600,7044400,1975100,162700,1858600,0,419400,1017100,1105400,79724800,808400,229800,34300,108500,3453300,43800,122700,2033800,8247200,2452000,2189900,7217300,468200,1570360,86500,320800,57000,572000,17589100,47575100,3965000,7900,14800,738700,15663900,1959100
"675",10376000,10375600,1915300,209100,1799100,0,268300,1512200,962500,76678400,589900,326800,34600,68400,2116300,34800,179200,2364200,5408400,3153700,2318100,6421100,219700,1511680,80400,309600,59200,630500,23278800,76212200,4048000,1600,7900,1722000,36645600,2081300
"676",8594700,9574900,2533300,267400,2914500,0,478100,2190600,923500,83737200,1017800,359200,37200,46600,2088600,39100,193900,2197400,5389500,3497100,2549200,9284200,578300,1809880,200200,324800,97200,555900,34889300,89360300,7462700,15200,27700,1957700,45172400,1862000
"677",17624500,17539400,3682500,390000,3910900,0,1870900,2427800,1651000,96418800,1255200,409300,92800,12900,2773600,48600,274000,2483800,7137700,3074800,3151300,9681300,392200,1672560,163600,529200,139200,847100,29492100,88067100,6384500,9500,20000,1089600,34172800,1205800
"678",15028100,14148200,4209500,316300,3396700,0,1140600,2409000,1193300,131148300,1269500,590900,75100,36600,3225500,44800,123000,2718300,8817500,3482600,4529000,10233200,268300,1612120,122100,149900,93400,561200,25808000,88884200,7600000,17400,21700,842300,34309000,1126600
"679",12104700,14561000,3640700,303600,4358300,0,604200,1909000,765800,91454900,963900,361600,61000,4600,2075100,75700,116000,5293400,5368900,2965900,3986700,9256800,231600,1420620,80800,210800,38500,472900,17588900,56571700,4812800,5600,13800,776000,18456400,787600
"680",9483400,7813700,2121200,159700,2754300,0,315800,1124000,639600,105342000,823600,401900,34000,3600,1190700,39100,140400,2584300,4635700,2797200,2684100,6667600,293600,1520200,124800,229800,43700,650700,16978700,48409500,6677900,5800,10000,2705900,15575900,465900
"681",8790500,6915500,2191800,353100,2858800,0,946600,1295100,2666300,96970100,785400,321400,69900,3400,1050200,56300,91000,2285900,5171400,2469600,2415800,6342000,256300,1619200,134400,182200,56500,1469400,17253800,53284300,4937500,8400,30900,588700,16023200,852800
"682",7576000,9034500,2467000,286400,1716400,0,893500,858300,757900,108732100,890200,539800,105900,22200,1469000,99900,173100,1784300,8647200,2713800,2304200,9339200,333500,1035060,89000,187200,94800,663900,27330200,76398400,5451800,11300,33600,556000,23183200,1017700
"683",11080800,11612300,2710600,281600,4340200,0,527100,783200,658700,92964300,976200,519000,57200,9700,1148700,83300,102100,2087800,8384300,4396900,2246800,5856400,464300,1281440,50900,284600,51600,726300,23558200,66907400,5724600,13000,20100,955000,22511200,1287000
"684",12849000,11334100,2889900,224700,3289500,0,547600,1594100,904200,102300200,1343900,510500,60700,1600,2038100,56300,151100,2626300,7178900,3148600,2588800,6955200,418600,1076200,49100,673500,56100,1148400,17062300,41996300,4144000,8100,13000,734200,17002100,1459000
"685",9449600,8121400,2008900,166100,2011900,0,383500,931200,547200,75615400,1844000,445700,41200,5500,1579900,28300,98800,2392200,7227900,3270100,1813200,8668800,1068400,1589960,64000,2883300,96000,7698900,18429600,39040200,4684300,6300,9200,342200,15842600,2393600
"686",7862300,9232200,2435100,206600,2767100,0,296600,1006300,1219100,123511700,15048500,1060100,224500,14700,1630900,127700,350600,2142500,9912800,4557900,2620700,7046600,406300,1856680,52700,424900,56200,697800,18386400,45852600,4674600,268300,18700,294100,14758100,915200
"687",6251200,7199500,2016800,142100,1482600,0,198500,843600,533200,95811400,4340900,1453700,85800,115500,1290200,47500,111400,1530800,5825000,3495700,2155900,4642400,451600,1963940,81500,171000,71300,580900,13587700,40143400,6162900,97100,7100,496500,13179200,622400
"688",5393600,6563700,1738000,190800,1973900,0,180400,651800,518700,81532000,3547300,1004900,2308800,13500,1154200,44000,107000,1784500,5756600,3791600,2244000,4209000,432400,1475400,41300,182000,55100,341300,12069300,31336000,3049800,34800,13500,473800,9409900,571000
"689",4301900,5444900,2184600,226200,1384400,0,326000,855600,404900,98062700,6219400,694400,4065600,30800,924900,76600,88300,2173200,6300600,3149200,1959900,7525400,315900,1926180,78600,186800,58200,414500,11302400,33894000,3738200,54500,10200,390900,11308400,1665300
"690",4528800,8627300,2265800,180600,1709700,0,471400,946800,422600,90131400,3797100,407200,906100,14700,1011200,76600,98500,1590300,4638100,2412400,1379000,15206100,459000,1670840,40000,118000,54100,476400,11313100,39510300,4254900,10200,13500,559400,12831200,1131700
"691",4416300,8771200,2196600,280700,2596400,0,251300,864700,300200,80546200,2298300,363000,863200,2200,712700,103100,93500,1529400,5129400,2399800,1333100,9365600,397600,2158160,120400,97300,93200,329400,11430600,29985300,2749800,19600,13500,638300,12507800,918400
"692",4071400,5363500,1931700,197400,1097900,0,239700,854900,415600,90371900,3907700,410300,4128500,13200,857700,46600,105800,1180600,4516500,2195000,1550000,6358700,496800,1679540,101500,157400,121200,573600,15372200,58105500,3711400,29400,17500,548400,15886500,827300
"693",6100100,6979600,2999800,334600,1994800,0,273300,1199900,616200,100589400,3287100,486600,8212100,5500,1526300,88500,171700,1348000,6154100,2798100,1585300,4773100,417200,1751120,44000,140400,60700,631900,9363500,28866400,3049200,13200,10500,1010400,9884300,542800
"694",4687200,4691800,1635400,229900,1697400,0,210600,546400,448800,92633200,1804700,450700,828900,21100,1764700,40800,121600,1367200,5151800,2220100,2276600,6803700,486400,1277180,78200,339100,110700,420700,9930100,33338200,3436400,19600,12200,1339700,11832100,571900
"695",5033300,7313500,1438000,286700,1835300,0,424900,1108000,306400,103049300,4885900,388300,641800,18800,1207700,56900,166900,1001300,8670100,3227600,1670700,6141200,457400,1692940,77000,89200,97400,919600,8606300,25182700,3999200,12800,8700,613000,9768900,500200
"696",6013000,6628900,1601300,149200,2914500,0,477600,700700,464000,78751300,1968400,292400,467000,13700,1160600,62700,151000,1036600,5703300,3066200,2002800,3829800,390900,1274900,184000,103800,59000,342900,9482700,23037400,2438000,17200,15100,1268300,8870800,927900
"697",4092400,6937000,1203500,137300,2840600,0,283800,838300,322900,76468400,2402400,275100,282600,16300,1618800,35200,130000,1899200,6892400,3014100,4819200,4078500,458900,1354180,51800,126700,48300,479200,12713400,35187300,13226500,9600,11900,385700,12020400,806700
"698",6874500,31133500,2614300,259900,2306900,0,662300,1209400,664700,73401800,1474300,286800,124200,12000,953800,59300,142800,1896700,6683300,2324200,2685600,6953000,359700,1587340,38100,135100,116900,565000,16995200,40217800,27316800,19200,10400,719100,15403100,735600
"699",7428900,35359100,2314400,281600,1824700,0,410800,914100,715600,89058800,1738000,361300,158800,14900,1290400,61000,158900,1507700,8810800,4672900,2743000,5596700,364400,911320,40000,348100,51400,611900,11688800,42285200,6088600,17900,9600,581500,11385900,723000
"700",10010200,24885500,2139100,305700,973600,0,425200,1050200,687800,77594700,1687300,275400,93500,3900,979400,51400,99900,1898700,7469000,4270800,2440900,8309700,377000,879100,33100,2641900,66200,593700,8615600,22627700,5660600,6800,4100,595600,9124100,1064700
"701",7704000,16314800,1691400,217100,1663100,0,474800,752800,527600,76575500,1959500,232900,95900,10800,798300,41100,142300,1156500,7204200,3024700,3115100,9082000,433300,1035180,72800,1266400,56100,493900,14142900,24886200,3742600,26300,14800,467000,10624300,815600
"702",5991600,9915600,1474900,208000,1261000,0,359200,889000,534400,72246700,1470000,157100,74700,7000,786500,57700,122300,1563800,8163200,2178100,4256700,7589100,613700,1139420,66500,810400,55600,634000,15762600,31461600,2820600,63400,28600,296300,9933300,590700
"703",5368200,10700100,1344800,204100,1111700,0,304600,885500,507900,79265200,1216900,288600,92100,40700,761400,48400,177000,2688600,8279700,2688100,2418500,7416900,321100,871880,44600,897600,89300,476800,33528700,90231900,3318400,22900,11700,325800,16966600,1025100
"704",11063300,15400900,2348100,246200,2508600,0,871300,1005200,581700,70618900,1190500,217900,82600,50600,731800,33400,165500,1237200,18312600,2528700,1499300,6304600,232100,839500,63300,2275600,216000,609000,29128900,43180700,1869500,7600,29800,296200,12314900,604600
"705",7226100,10297500,1582200,261100,1280100,0,784600,833800,488300,75329400,1288900,309100,190900,5100,1080000,43100,126000,1170600,11074800,1898100,1686000,3945600,191800,1201400,79700,304300,177100,329800,17011900,27478900,1716900,16300,33400,165000,12677400,680200
"706",4808200,6338800,1269800,157900,1215500,0,338600,819600,433300,69023900,1050300,580700,72400,61900,1217000,40000,268500,1576300,6500200,1581400,1548300,3093800,387500,964240,55500,252700,134800,581900,18453000,41228000,1980700,12900,21400,276800,13667400,624400
"707",6060900,10125700,2273400,150700,980100,0,408300,773100,483200,67723800,1034700,325100,205000,26100,1966100,46900,192500,1926800,9359900,2021700,2171900,6102800,403500,810520,44600,353100,57500,403300,17466800,43515000,1798900,10000,13900,578100,19528700,699400
"708",5877500,9524500,2533400,193400,1366100,0,269800,833400,479100,67929800,969600,1698300,33900,18500,1470800,27100,171900,1411300,6250000,2608600,1967800,6205000,338300,1122800,65300,381500,62100,464200,31849600,84042900,3357900,21300,19000,626100,42225000,507000
"709",11926000,19818100,4019600,399700,1569900,0,556200,1924900,919100,87227800,1449300,641700,71100,9300,1171800,38900,112900,2577600,7903300,2716800,3404300,9302300,349100,1032220,59900,232500,73800,7003800,15557200,42141900,2841100,17800,13100,348100,23701400,654800
"710",6508300,11488900,3021400,181300,1663600,0,259600,1287100,606100,84882400,1265700,323600,101000,31200,1111800,45700,91300,2332400,7938300,2772600,1870100,8507800,344500,1331460,82800,145900,76400,16033800,15156900,37047800,2375900,26600,19000,629800,16254000,1168800
"711",7064300,13751200,2137100,174500,2667500,0,300900,1418800,620000,96046400,1621700,376500,54800,7500,2942200,45500,123600,4794100,6932600,2410200,3128200,7147900,411700,1014380,60000,181600,63200,2264300,14561200,33555800,4381200,23300,26700,542300,16046100,562200
"712",5280400,22907300,2646000,372500,1808200,0,372500,1460600,657100,95623200,1240700,863700,67800,10700,1500100,48600,163100,1860600,6787800,2166600,2421000,8841700,426900,1372880,74900,168400,52000,1806900,13640400,31101300,2830400,7700,33000,536200,13381900,515200
"713",6407800,15991400,2398900,286900,1800600,0,191200,2965000,867300,88063200,926000,314700,109100,16900,1345200,59000,181700,1931100,6039100,2352100,2709400,9071700,204900,1410200,124200,98900,82500,1242700,11953000,27601000,2759000,3000,37400,728500,12786700,1258800
"714",8729000,12575300,1721900,219800,1777600,0,239600,1230300,482400,130216800,1198500,297400,111000,44400,1176600,43100,165400,2237500,7465000,5886900,2739600,8943800,319600,1596200,79100,125000,61200,1284800,13460500,24044900,1680700,7500,20100,644400,10699200,738200
"715",5954200,8612400,1676900,203000,1398000,0,506500,988300,870400,131747600,1094500,196800,39300,68100,1079100,64200,136800,1887800,25155900,3910900,2138500,10781800,207100,1775900,335200,125200,81200,1410700,13417100,32639400,9749500,2900,37900,496600,13391900,861700
"716",6499800,12424600,2680200,238300,3445700,0,773900,988400,763300,123055300,1146900,279700,72000,26300,1611000,64800,248100,2107400,9690800,2789900,2857300,5594500,420900,807540,222300,110300,44100,1321500,10401900,30334200,3015700,7400,18300,197000,12214900,662700
"717",5384100,9644000,1752400,125500,2447500,0,238900,858100,600600,88966500,944900,171200,116400,5500,1336800,47600,615400,3161100,6163400,2109500,1841800,7273700,441700,1775720,114600,71700,64400,2244400,13381200,30759700,3210200,32700,26500,405200,12953200,873800
"718",4917800,9597500,2085700,350700,2439000,0,597000,898800,632000,108256500,826700,294900,37600,22200,1117200,27200,481300,2148400,5791500,2743600,2182800,8074700,840300,1265640,102700,143900,227700,1860200,11983100,32054500,3693000,15600,27200,339900,15536300,922100
"719",4652300,10244200,1878100,243400,2089800,0,582500,803000,537500,130525300,882100,545000,41500,12200,1276000,40300,432100,1975000,6869300,3120200,3247200,8015400,735600,1401460,97000,270700,103600,1026800,12996000,34360000,4121600,12600,18300,649300,13824500,620200
"720",4112500,11881000,1577200,261400,2207400,0,539300,1185700,532200,116124600,755100,583300,36200,34700,1411300,81200,296100,4002900,6145600,2931200,2350900,8663600,444700,1695060,135500,210100,106600,1138500,18582900,37938900,6399400,12300,26200,499800,16391900,941800
"721",6505500,11867500,2302500,261400,2362800,0,1147100,1452500,467100,131577900,1720500,494800,67700,53700,1957700,57200,248000,3477700,6969000,3460500,3582400,8197100,631400,1376640,260900,228300,135900,924000,13950000,35775600,3674800,10300,25100,394600,14104700,1038700
"722",6243700,9315100,1888800,192100,2472200,0,441300,976200,449000,115366700,1135400,470400,60800,49500,2390500,50800,187800,2738900,6525200,3140800,2502200,6048300,387700,2494220,134800,259300,75400,1227300,14402400,34913300,2689700,4300,16900,568700,15388000,1423500
"723",5743400,11322900,1840700,174000,3223200,0,998200,973400,661100,142689800,3258800,568500,53900,19600,2084200,56900,197800,2600600,5630000,2625200,2674100,10486500,359700,1905180,131500,285400,68300,1323200,17218100,40155400,5156700,17700,30500,323300,19112400,623200
"724",6552900,11641200,2423600,211200,2192300,0,847300,1037700,578500,182602000,2463100,377300,756300,2600,2212600,42800,239600,3355700,6914800,2370000,3433300,8800400,420900,1264660,257900,285000,59500,1859900,11594800,31753100,3554700,9400,22600,286200,13874700,670100
"725",5144500,10651600,2044100,161800,2627200,0,601900,1228900,942100,113990900,1481300,447000,202100,15300,1435500,41100,232100,1848200,6398500,2337700,2519400,5831300,269300,892760,175900,252500,58800,855000,11062500,25223400,27053800,4600,18400,283400,9832100,666100
"726",4578200,15023200,1224200,135500,1507300,0,381100,790400,414600,86643800,1072600,223200,47200,47000,2252200,39800,100200,1537000,6565600,5118300,2218600,5604100,359800,486020,112900,933400,41300,1017600,13594300,28978500,7627600,16100,26900,372100,13756400,3114200
"727",4051100,11248900,1671000,150900,2085100,0,384500,1744600,426300,78336300,1355200,237200,70900,17000,3663700,29500,163700,1862500,6032200,2553000,2152600,6447700,385400,427560,103500,451900,63700,1161300,11216900,29441900,5171700,6500,10600,370900,12138100,3574700
"728",4581200,9372900,1580300,257600,1787100,0,535500,1037200,447800,109742900,1085700,178100,74500,14100,4342900,55000,288000,1172600,6498100,2161400,3855500,8770100,392900,523980,109300,298700,88800,903600,9564300,28299800,3864600,13500,15800,333800,10157800,1556800
"729",4295200,10744200,1557500,192200,1685800,0,648500,952800,497800,136095600,1135100,246800,54400,31200,3049900,65700,188300,2014200,5994800,3157400,3820100,6443400,343600,520700,101000,92300,98100,576300,10687600,34090600,3008200,2200,15000,199400,12924300,1186700
"730",4517800,7902500,1428200,295900,2235400,0,418000,660100,373700,137426100,1448000,172900,23700,141300,2160400,55900,263000,1872200,6746400,3129100,4510300,7169200,282200,973280,172000,142300,62100,545900,9005200,24684500,2721900,2300,11200,347800,10144100,973700
"731",3287500,8253500,1373300,347900,2260400,0,228700,1125100,611700,117726300,969100,287800,16600,144500,1270300,48900,156500,2052600,6886400,2873600,3911700,6481200,250800,1929100,173900,103500,53400,543500,10856500,38817400,2409600,3500,14200,359300,13328500,851800
"732",3898700,8975500,1490200,338000,1744400,0,325400,809800,419500,104132700,867400,409800,26600,28900,1657900,34100,160900,1706300,6367200,2804900,3278800,6134500,246200,1848000,178200,88400,61400,505800,10436800,31846900,2292500,2800,13300,371700,11007500,688500
"733",3903700,7409000,2227400,803000,1627500,0,253900,586500,429700,92482700,823200,240900,208900,2400,1198800,43100,112200,2348100,5042600,3195700,2628400,3860200,247700,2489200,198700,55300,77300,665400,15248300,33955200,4115400,14100,14600,465100,13896000,1205200
