"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"382",10256300,8512300,2218700,137300,1270000,0,349900,1034500,420500,143301900,3977400,1993500,245100,935000,1687600,44600,140500,752600,9523400,3164800,1467600,15665800,233700,1172320,172900,199700,197400,634300,12317200,53368200,3982100,24500,21300,195400,12294500,511100
"383",5204400,8219100,1644900,108500,1114300,0,785700,1467800,306600,97664900,2679300,4898400,116600,354800,2126900,53200,168600,475500,6823800,2322600,1581300,13361900,386200,1962220,188100,274800,151800,758600,12881100,63708000,4795700,16800,27600,254300,12318900,778600
"384",7492800,12191600,2015000,157500,1762500,600,546000,2510000,509400,155088000,4142700,4661700,34600,429900,3505000,83700,234200,360900,11017500,3619700,1251700,12754900,196600,2515320,175300,833200,152400,901000,9136300,48187900,3552100,11400,23900,211200,9592900,622600
"385",6282300,7059500,1227900,102700,1078500,1100,463900,728400,274600,109578200,5395900,16152300,84600,217300,1694500,89100,122100,463100,8196000,3025500,1572700,13562600,283000,2346520,168100,1335700,257200,884200,9497500,55656400,4012500,9700,29100,349900,9215300,413300
"386",4770600,6749900,1043900,123700,918100,357,334300,776500,439800,105158200,6920200,6150000,62300,282600,2052400,39400,97900,554300,5345900,3438100,1595600,10996000,184700,2305380,237300,1233500,165800,1687700,11748800,40545300,3121700,36800,56300,226200,8973200,627200
"387",7911800,5650300,1955800,123200,1311500,150,674100,925400,186400,100384500,4926300,23167300,39500,2334500,2946700,28300,106200,594000,6334200,11396500,1668600,11680300,209400,1171600,253900,710500,122800,991500,9725000,45742400,3399500,6600,33500,570200,9053100,512700
"388",5356800,8967400,1958800,89100,1160700,150,495400,858000,208200,91951100,4054200,9888200,40300,816400,1594000,33600,167600,594400,6106900,7179300,2098700,9628800,158200,787300,186300,858200,76200,877000,10852500,42629300,3092600,9200,14200,322100,11390200,367500
"389",6261900,8684300,1652500,122000,1219700,0,428100,1057700,268500,88636800,3644100,5693500,28300,289400,9575900,46400,105000,301600,9821300,7303900,2659800,11452800,267300,893340,291300,609800,126800,812500,17658300,79900900,8306100,10600,30400,274900,16310500,603500
"390",8090600,12520900,3174900,166800,1372500,0,466900,1382300,393500,90221800,8530500,3616100,26200,170100,4126100,35700,186000,321400,8268800,4413200,1966800,11521700,258400,869640,464800,1727300,101200,2738500,15465500,55175800,4730600,16900,23700,321300,13211500,1130700
"391",7359100,8461600,2052400,143900,1195100,0,419100,975200,240200,111598500,3071700,3799700,82600,188400,3589600,50800,239000,474000,9196200,6624600,2409600,9524000,362300,857900,528600,742800,276800,983000,11530700,39740200,3456200,26000,36000,357100,9706300,1038500
"392",4780700,7843100,1194000,161200,1504100,375,309500,854100,242500,90757300,11016600,3366800,713500,129600,2688300,44900,244700,388300,7723800,7729100,2280800,13568700,481800,914320,645000,474900,215600,956900,11335700,42354500,5077700,12000,26000,238700,11661300,832000
"393",6972500,7424200,1151600,90100,1601000,0,369400,712000,277700,104319500,7941500,6630500,567700,168600,7408300,65000,140600,306400,6554600,5335800,1780200,13626200,365300,1438600,280500,496400,122600,672300,11134200,50639200,5503300,14900,26100,226700,32158200,2565100
"394",5662600,6894800,1334700,112300,1129500,310,447200,697000,371300,120150900,7156600,4070800,97500,1804400,4614400,35000,139800,384400,5417000,8698800,1072200,16054800,232500,638800,375600,286200,108000,583700,11310100,39126600,3078800,40300,40400,217400,13545000,1907000
"395",4812500,4820600,935800,85200,967200,0,375900,477000,328200,114459400,9546900,5873000,121800,687300,11228800,68800,134200,443700,5185500,6128800,2545100,13372700,208000,716340,525200,244400,306600,1289300,15964900,61954500,5208500,65100,32500,684200,20281900,959200
"396",13345700,8928000,2800300,85900,1534600,0,874200,635000,251000,157611700,10821200,15193700,8512100,1962200,9016400,168400,170500,743700,6928200,5959100,3088800,13742800,297200,499760,867700,359100,362000,978300,10599400,44571100,3390700,21100,23700,378100,13388600,1210200
"397",5667200,7328500,2737000,67600,1264600,0,690600,855200,256000,98390600,7540000,5801600,34562700,1500800,4310400,52200,130500,677200,5554600,6601500,4486000,11614400,454800,889760,476800,365800,254600,894200,16953400,178529000,7976600,13700,26600,356200,15280000,1290800
"398",10428700,10653700,3787600,139000,1360200,3328,581100,1779500,329100,140843800,47906400,9403700,25073500,8183200,2887500,80500,173300,739000,11887900,7358000,5090400,14550200,397400,906060,372400,277900,213800,948100,21654000,319607600,7819100,19600,19800,590000,22175000,1589500
"399",12404600,14906000,2884400,120500,2411100,0,625000,1198000,565300,142621100,16196700,4775600,11305200,4976700,4067300,102200,150300,492300,8534300,5460400,1957900,8374800,330600,922800,249100,328200,128400,1143300,17989700,113054800,5341000,9800,53800,356100,24192600,1267800
"400",9854900,9805300,2231000,82300,2208900,0,374500,896600,324200,177523800,7684600,4080300,11612300,2784200,6059000,89800,195300,543100,9380400,8401700,3008200,12692500,327000,704760,303300,424600,1193200,522800,10332900,49436000,5712200,20200,35200,293300,13143400,863500
"401",5861200,6497900,2704700,80900,971500,333,441400,646800,277500,106239800,6601500,2180900,7973000,1787400,4591200,49800,153300,584500,7518200,5383800,2165000,14590900,267500,877640,302800,407200,732000,621200,11854300,39287800,4646200,22200,14300,370500,13118600,687200
"402",6203500,9029000,2376100,59700,1283600,5060,638700,710600,261100,83305400,5636100,3291200,6671000,581700,3489300,53800,436000,427400,10481300,5314600,1872600,11349800,389100,707260,289800,207900,1075000,399000,12416000,61414800,10240300,32000,14500,480300,15174800,584100
"403",6118700,13120200,1530800,130400,625600,0,426900,1054000,375500,89880900,43527400,2142500,7228400,341000,2057400,46700,245600,418100,12101900,3679000,2479800,9069700,741100,546000,361100,234000,1315400,1808900,11431800,37606800,7024000,14200,23800,789700,13633800,1267900
"404",10621700,17360500,1745400,315700,629200,0,791000,1103800,688600,84183100,12170400,3951700,2913400,348500,4316100,43000,222600,264500,9077800,2924300,1986700,7317700,400700,566580,244900,340500,1063800,962800,10111900,30910200,3847300,36100,55300,323500,10764300,1132300
"405",10472600,7024800,1163500,276100,465200,89604,455700,1115100,720200,75693800,5618000,3141000,4844400,442300,2467500,26100,200600,251900,7251000,2732200,1567400,9809400,344600,1392300,303900,355700,1130200,1183400,18296300,44177500,4634300,12100,49500,786800,19794300,621100
"406",11359100,10077100,1755200,197800,913800,0,412800,1140000,449000,71297200,6616600,15148400,2055000,513600,4061100,30700,178600,282000,9199100,2909300,1957600,8559100,243000,1327280,258300,1687500,848000,1612600,10432100,29972900,4638500,24000,50100,232200,11967200,682300
"407",5409800,8073700,1296300,131500,688500,8443,423200,535000,264700,76774200,8279700,5034900,1178900,396100,4391100,37400,120300,252200,5506900,2661300,2548700,8058100,403100,945160,176000,551200,342600,3965000,12011100,28503000,6844800,9100,50800,196200,9772500,594300
"408",7570800,6513100,1445100,106800,1131700,0,775100,867800,408000,73046600,5766600,3889900,2409700,491700,4659600,37100,126100,288900,7446000,3062700,1807600,9656600,260300,1064160,221700,403300,403200,2102900,8549200,38746400,13025400,14900,15000,718400,8478100,592000
"409",5240300,5798900,1362100,110700,992400,1052,726700,551100,287600,64280000,4508700,3130000,847100,3811100,3439800,80100,153200,272800,5090100,3544700,1826400,13276000,277800,2586320,95100,409100,191200,1180700,11490100,27522500,5497700,6300,19400,189600,8987500,269100
"410",4660000,6349300,967300,84700,708800,2400,339700,560900,226500,60145100,3720200,2291100,1076300,557600,7784600,44300,84900,260400,3738400,2611300,1605000,11856400,254400,2859320,178700,397200,1618200,1389300,13775500,33615500,4729200,8400,34900,676700,13954900,516200
"411",7402600,9633200,1650700,105400,753600,0,306400,983800,434300,80576300,4191200,2930200,1893500,675900,9161000,57800,122000,320100,5637300,2741900,1523100,8823300,279800,2524720,182700,236800,724800,1450600,10934400,35475700,6057900,15200,23600,411000,12821500,309500
"412",6255300,5675300,1355100,96300,1107700,1550,506400,1420700,601000,97918500,4883800,2214700,533800,954700,4682600,44100,136300,333200,6940400,3329900,2253900,9514000,476700,2516700,251600,129200,410200,925700,8747800,26328200,5014600,11200,24500,735200,10250400,597500
"413",5030900,5174900,1415500,144400,993600,0,419600,1144600,366800,96856700,6957800,2557100,6529600,514100,4689500,68900,179400,298000,5386600,3919400,1789000,9762100,312600,2618240,221600,152400,366200,1026500,14587700,48663800,6531200,17900,25400,1218000,21112000,623200
"414",6334600,7e+06,1986500,189500,925600,0,433000,1306600,446200,87668800,3231700,179296500,946100,939200,5184000,97000,150700,642900,6702400,3434900,1810100,6895600,247700,2396160,219000,470100,931400,1213100,21573500,99937700,6415600,20900,30000,805500,27547900,1711500
"415",11268100,14051900,4115900,203200,3061600,2330,620500,2543100,604800,103916400,3390900,28872900,1520400,798600,24459600,48200,142700,510200,10272500,2263600,1566000,10776000,447800,2936280,362000,237500,858400,1185900,19193800,78817600,7649700,63700,179500,533900,20125000,619700
"416",13654500,15476200,3113300,188200,1834000,100,671900,1431200,726100,158273000,7923800,9159000,613500,594900,9687100,72200,195000,534100,7058600,3287700,2119200,14535900,638600,1129600,118000,112600,419600,1304200,17020900,74610200,9324800,40100,80100,396300,27482100,462500
"417",14871700,13941300,3229500,202300,2441000,13375,716000,1732100,544400,111039900,7481400,5532800,13351700,656200,6426100,50300,114900,394500,7626200,2848800,2571200,12218600,284400,1177160,147000,185800,630200,767200,15729800,65571000,5675700,34600,74400,366600,25950000,545900
"418",16988200,9857900,2035100,107900,1858700,450,989800,1128500,467100,148199500,5120800,23198100,38329400,688600,6517700,58600,224500,439000,6237600,2386700,2113200,12795900,315100,957940,188400,268100,468000,812400,14828000,42397300,4320100,18500,29400,414600,18330200,797000
"419",9763300,8001000,2203700,95900,2352100,0,532200,963700,315700,164560400,3497000,6735300,8703600,267700,6292700,102100,188400,532700,9250000,3887900,2230100,8551200,267300,954980,158400,245600,642400,813200,13812900,45406100,3509500,19700,24100,716200,19500600,941800
"420",11350700,7700500,2444200,151800,1981100,2447,696700,1087500,291400,116307900,5903800,4277900,8323500,198700,10483900,50800,182400,995200,4709500,2797400,1639900,11384700,173300,888580,429000,329300,362200,609300,11566800,27558200,2400600,8000,33900,669800,12371000,1452800
"421",6558200,4913300,1094500,124600,2083700,0,402400,840400,228300,102260900,4782400,5987800,3695700,257900,8680000,107400,274200,961400,5487000,3445300,2135600,14356500,217500,804200,372000,159900,490400,971600,13642700,49301300,3802400,26000,42500,567200,18438900,2013800
"422",8552500,8838700,1212000,206500,3106700,400,431200,913000,302000,112966300,4471200,5119700,1755200,178500,5337900,85300,138200,466200,7218700,3660300,1959200,14031700,271600,1621500,332000,220700,1172600,828900,18062500,61124200,5193500,26900,53600,689200,19937500,1329000
"423",12853300,10587200,1593000,173100,3730800,0,1168100,1138300,350700,178155000,6439000,4994500,2749500,234600,10557000,92200,182300,886800,7503700,4308400,2045600,15996400,343800,1891980,227700,180300,725800,808300,20611800,63183900,6447500,19200,39400,946400,21503200,1455600
"424",11420700,13585200,1784000,178500,3560800,0,639800,991900,443300,153766600,5687500,5460800,1900400,573200,17019000,47700,244300,859500,7277800,3875900,2019500,11174800,284200,928580,170100,171700,386000,550800,17273000,39776900,7184900,26000,53800,1000100,17589000,1210900
"425",15098100,15703100,2201400,211600,3593600,0,843800,996300,436100,154376600,3419500,2160600,9903600,108700,7694200,81400,118500,593600,6049400,3300300,1925400,11753000,257700,843720,286300,663700,290600,909300,11710100,39820400,3924300,21700,58000,700300,15292800,1560200
"426",7309900,9640500,1448800,180300,2799600,0,411300,722000,385400,129525800,10526100,4276700,5707800,137500,5488800,46200,129100,371500,6857500,4227300,2083900,15539100,208600,912460,148700,215500,353600,1047500,10719300,44224900,4228100,6900,23900,930500,13438900,696600
"427",6449400,7195100,1648300,172600,2932300,1031,256100,724400,478800,111943300,11188800,3129400,60298900,141900,5435200,68300,105700,453900,5762600,3400200,1708300,12728700,337600,533560,138500,500400,223400,815400,11318600,39002400,3962600,17200,31500,613500,17140800,1131800
"428",7295300,11952400,1998700,198300,3670100,0,419000,937900,440700,103026500,10123200,2481600,7933400,222700,6638000,45000,162300,301300,4671400,4037300,1535000,12653900,253600,524900,159000,133900,333600,837600,15891800,55260300,8594500,8300,21000,3116100,19762500,1889900
"429",10182800,9517900,1865600,292000,4249100,230,1056000,1037100,432600,88105100,5943400,2439600,16085300,128100,8304900,66900,115600,290100,5341200,4541400,1374700,8919800,340900,471920,107300,260200,275800,432400,19673700,93746800,6261200,40900,71600,594700,35290100,1805300
"430",11155700,14640500,3736000,273700,3738000,530,462800,1172900,444400,92403800,8694100,2612700,5008300,62600,11174900,42100,122200,305100,6642200,12388500,2308000,10645400,434900,484200,375600,121200,277400,314400,14281500,47923600,3452900,41100,45500,555100,18306400,1176700
"431",5928500,8906100,2045500,186700,2117000,6030,322900,901800,385500,115227900,10662100,3190300,2670800,307600,8277500,54700,106900,387500,5570200,6194200,1433500,16767800,314900,620980,109300,111400,279600,525100,13694400,38540100,3434800,19900,37900,343900,18338000,1471200
"432",6268900,7052700,1948900,172200,1804800,0,192900,607300,394300,111932600,10438900,1973900,3196600,100900,7679400,34100,132500,231000,19445600,5134200,1392200,13008100,196100,515580,176500,89800,270200,770000,13410100,53228500,4356400,14100,24500,404400,19105700,837600
"433",8020500,8361200,1885800,183800,2815100,3060,175500,1628500,278900,121229700,4361700,1744800,1588600,101400,15030200,48800,202300,383700,8675100,4240000,1173500,9792200,875000,366520,292700,215500,384600,1559800,12123600,49461200,4301200,10600,17900,453000,19643800,1619000
"434",9363800,8677300,2414300,267500,2233400,8260,383500,1608500,805100,185549500,3851300,3096300,1633900,269000,19385900,137800,549900,452100,10899100,6048600,1341500,6788800,204000,422120,107600,135300,463400,1036300,10911100,42676000,5433200,11800,23800,324800,12958300,625600
"435",8093400,21252300,1728300,163800,1709100,0,454400,1327700,335400,111912300,3704000,17128300,925900,194500,8365700,72200,152900,271000,7627200,2666600,1447300,10092000,210800,443560,109600,196100,565800,886600,13616800,55290700,3982300,13100,23200,491200,21698200,1064700
"436",9849900,14798500,1669800,226000,3100100,295,579900,825600,347100,95467100,2688100,5355400,1492600,128000,8709000,73300,126900,672600,6111600,3284700,1597800,10891800,223200,609320,185000,175100,1325400,957500,12120800,44703900,3832100,14700,40900,354300,18015800,511800
"437",6733400,9453400,1305200,186000,3257400,0,301100,748200,482800,88530500,4239600,3459000,1392800,180300,6167900,68400,256100,471500,9420100,3931500,1385000,6482600,241600,845440,301100,156100,549000,599900,14469100,49746900,5805500,15100,28100,576100,21500100,556500
"438",6826300,9254300,2027900,195100,2314500,1030,490500,861200,812700,98844700,5365700,3409200,19814700,75300,10999300,110700,158900,927000,6281500,2630500,2213500,6800200,248200,319620,245900,142900,332200,537900,12361400,36972400,3379600,7900,19000,374000,15432400,1438700
"439",6463100,5635200,1222300,159800,2968900,0,288700,581000,333400,94071200,3402700,2226900,4595800,58900,28542000,54000,161100,389400,6596900,2868200,1573100,9707500,474000,392020,187700,161900,905400,539600,9824200,30700100,3066700,4700,16900,289500,12083000,1236300
"440",7357000,6605000,1478900,219200,1882400,0,893300,737300,280500,80819200,2057700,1862400,3391800,159100,9047900,65900,191200,292900,5472700,3002600,1568300,8652400,145300,381420,158600,164500,345400,443700,10787500,39747900,3151500,9100,15100,279300,12708900,504900
"441",5999900,9454200,1601800,126700,2115400,0,569200,586700,206200,85671900,2276600,1691500,3474000,91000,7679600,73200,120800,315400,5354100,2523600,1703000,7084800,282500,597180,111100,151800,402800,614100,9469200,29800300,3174900,8600,17200,386800,11023800,1197000
"442",5721000,6771200,1184400,185600,1588400,139,352400,642900,441300,118323800,2783500,2067300,1907700,89400,10608300,86600,290400,533600,9048000,3621300,2350000,6688300,174500,488700,128800,162100,473200,364500,9570000,25956200,2302000,5000,14200,201100,10932200,807100
"443",4975200,4946300,810300,107300,907100,0,296200,357200,247400,75089100,4892500,1620300,4722200,96400,6854300,29900,186800,624400,5091700,2340400,1567100,5958600,174800,789280,184200,243200,755200,256500,14599900,33657000,3117800,3800,10900,259500,17175700,2007900
"444",7378100,14706200,1427300,173200,1826300,0,341400,629000,271800,88651200,2053200,3380800,1526000,294300,9589100,46500,119200,375500,10584400,2864800,1092400,5294000,111400,492900,239900,429900,564000,308900,14652500,31099400,3172700,6400,9300,232100,11917200,1804600
"445",5777900,8667100,2764200,95400,4360600,1130,585700,673300,204200,80171300,1422900,1413300,741600,114700,6540800,41600,90600,451000,8522500,2488400,3264100,7127800,388500,765740,364500,561200,497600,417500,12244300,27792500,2614900,4300,17800,218900,13772600,717500
"446",4320500,5806700,1246700,101200,1314000,110,191500,924600,196700,83466700,1883700,1602300,659300,374100,11838100,59700,83100,665000,8037300,3406600,2140500,9469100,156000,304840,236200,814600,519500,243900,13546900,28606600,2342100,8600,13300,874900,13655800,1008300
"447",5206900,6565100,1278600,118700,2108700,100,551600,557800,263200,88844600,2133200,1171300,411500,111000,11827500,56800,140900,971900,5881800,2393200,2374000,10361300,129000,344640,201600,272800,343400,413500,9785400,21307700,1979300,6000,26200,467900,10896100,838200
"448",4086400,4964100,909500,101300,944500,0,243000,485400,161600,106686700,2589300,1380000,569300,129900,11743100,33900,76100,408300,5977500,2611200,1792500,7432200,182500,433460,157800,655900,528700,1216500,11070300,27165700,3466100,8700,14100,317500,18714700,733600
"449",4537900,4904400,1024900,95400,1224200,0,265700,628300,168400,91420000,6250800,1851100,833300,117200,6565600,62000,68700,418100,5647500,2876100,1222800,7890500,126800,616140,215200,324800,666500,1153700,18287600,44741600,5444400,6600,12400,235500,15349400,705000
"450",8635400,9561600,3012600,134400,1078600,0,235500,767600,246300,91266500,2714900,1502700,401800,66200,5455900,37600,96400,295300,6165100,3089100,1848800,7733900,177800,947400,163700,253600,406100,835000,12520400,33969600,3883300,7200,13700,515900,12971100,1051500
"451",6035000,8885500,1550200,91000,908200,108,192900,737800,161100,87222800,3557100,1572800,2080900,46500,5380400,40500,87500,410300,7766700,2002100,1701500,11863600,114800,559480,129400,382400,507800,722700,22267900,34424100,2450300,4400,9000,467000,12123400,1465500
"452",5148900,6765800,1750600,52000,1192300,13013,212200,718700,161400,89347100,1986000,3870700,529700,196400,8024000,32500,53600,495800,5730500,2586600,2303900,13903000,150900,453040,84900,459100,321200,1830800,12236400,25958000,2250300,9500,7300,289600,10620400,1370900
"453",5082900,5637000,1465800,67100,789500,900,157600,405900,197100,84922400,2153400,1815100,397600,74800,5449600,36900,84400,443700,8207700,3731800,1891500,22166200,172200,1023120,199200,218200,334900,641900,9579400,27424900,3131600,6700,13700,286800,13984400,531300
"454",4855000,6118500,1286300,57200,1125900,1085,298900,775000,255900,94264200,1857600,2260100,510900,76600,4906600,107500,114500,459700,4542900,2966400,1930500,16120700,143700,402300,136900,198900,387100,532900,15627800,48820800,4861900,19800,22200,484900,44364800,1011900
"455",6112500,8925100,1749800,142000,2633700,0,575500,872800,425500,94812300,2174500,2115600,275500,22300,5563800,48900,148800,477800,5411800,2460900,2327800,13942400,153800,332640,83300,111800,331800,370900,16267100,49376400,4160800,9600,6000,419500,21085600,495400
"456",7307100,7712900,1668900,101600,1100100,0,572000,1218500,362300,68847100,2130800,2071700,5e+05,221700,7194300,26600,95700,900100,6181100,2219800,2202400,11431700,211300,563100,92200,180600,298700,423300,17303200,72635100,7100800,10900,6300,481900,20538200,854000
"457",9786200,8551600,2410600,113800,2037600,15101,401100,663800,269400,84566500,2115300,1399800,439200,56100,7176000,44500,175000,1664200,5046000,2982600,1537300,9436000,231800,753760,82600,69000,276800,504600,9162700,47995300,3578800,9400,7500,1144900,13841100,950700
"458",5019800,5497200,1187300,97800,1459800,0,260200,598900,236400,78657500,2256500,947100,261500,71100,4271200,78300,99800,978400,4611000,2482800,1497600,6562700,111000,368820,108900,164700,411800,468900,11260000,44349200,3473300,6300,9600,773800,12358800,767500
"459",4953900,7296900,1824100,116900,2430500,150,254600,541700,152800,66905100,4662400,1510600,1825700,88000,6367400,34800,90700,1188300,5202300,2797500,1732300,6451500,102900,474860,404800,269100,306400,711600,8151600,26767100,2485600,11900,10600,596300,10331500,594900
"460",4435000,10782800,838300,67500,2332600,2650,431100,688700,166100,66015800,1658500,2379700,746300,63500,7020900,33200,105800,1258200,3522900,6838700,2863300,8342200,139400,198720,355200,125100,266800,1086800,7209200,22572100,12391400,4700,4700,271500,11536000,1089700
"461",4457300,6583900,1023000,87900,2051600,4100,315600,845600,206200,107760100,1637900,1348200,429600,26700,4640500,34400,79700,688300,5116000,4682800,1719900,8145100,120700,432240,115100,114400,306100,800400,8222300,34430900,8244600,6700,9800,258400,9804800,1462000
"462",4105400,5233400,889400,69800,1554400,0,378700,606700,374800,151101000,2392500,1103300,423200,35400,4492500,47100,141900,521400,6766700,2432500,2157900,11150900,197700,539020,163300,66600,270000,780300,9175200,31608800,5019100,26500,9200,393200,11144000,1015400
"463",4676800,7107200,1616300,94700,1272000,0,335000,817200,442000,109839500,1330900,1127700,919300,34300,2876900,57400,209600,1322500,10575400,3103900,2248900,15298000,302900,684440,410400,97300,327900,772800,9382600,27606100,4253800,37400,23400,228500,9912900,580700
"464",4133600,8188800,1186100,158700,1427500,100,284300,723200,510400,75135100,1131300,1285600,249700,584000,5677400,78000,270800,833500,9138200,3197000,2577100,6636700,192900,472020,430400,96500,279700,788300,14790400,36050800,3193600,37900,16200,263300,13673200,503900
"465",6293500,8140900,1887800,151400,1887700,0,273800,934400,332900,137564700,2883500,1572600,322700,164000,4427300,29300,343700,552500,8151400,3703500,1978800,8149700,247000,348260,214700,87900,418400,504500,10700100,27984800,2677400,17200,3000,468800,11151300,1304000
"466",7451300,5302400,1159900,257100,1226400,5500,270900,633800,454900,84000900,1692900,1922400,258300,69600,3752900,25300,95400,2494300,7021400,4274400,1980800,7360500,270400,524800,245600,194300,1163700,790900,9665700,25632600,2535800,7000,19500,421000,10524400,1523800
"467",4452800,5757500,1014700,944400,1684700,0,606000,504000,231400,78128300,2408400,3283200,247000,349100,4346600,55300,164700,942200,5803800,3101600,2017800,5502400,644500,282480,196000,204200,477500,827500,11195100,32022900,2439200,8500,5200,528000,11819900,1081700
"468",5174700,4694200,829200,913800,2239100,3100,436400,657400,267900,78973300,2377700,1098000,276800,128400,5817800,210200,102000,418300,6808200,2526700,2048600,4775900,382600,447060,183600,294200,312200,659800,9054200,32570000,2623800,7100,7000,317400,10852900,1559400
"469",4178600,4241400,814300,295800,908100,1700,333700,658500,292000,88071200,1653400,1481100,3e+05,120500,6296400,125400,155800,499200,7093300,2242000,1681700,8362000,260000,605780,161000,467800,307500,759200,14139100,37417800,3276900,6900,5900,397400,15065900,2849200
"470",6483100,5474500,1279800,312300,1556700,100,295100,706600,322600,126142800,2151700,2297800,341600,157500,9047700,66400,196000,570500,5784600,1850200,1737000,7480100,310000,377360,174100,382400,296300,620100,12187300,34605300,2923600,4100,9400,452000,12728700,1310300
"471",5999400,5506600,1809400,134500,1228700,3500,278000,710100,269600,112172300,2487700,2070300,193400,148300,4768700,55100,202900,554000,6208300,2397400,2077200,8345500,134100,969160,159500,196600,337500,589300,11778100,35238700,3819400,8000,9600,308700,13363900,1434200
"472",5562600,5735900,1592100,209500,722300,0,386900,875600,251200,105861300,4282100,1900600,5870200,159700,4319200,118500,402200,710400,6558200,2174300,1623100,7311600,357600,378420,114400,206400,248300,422500,11537500,39182500,3623100,5500,6000,732100,14499200,1103100
"473",8033100,5384500,1454300,236000,1146500,0,860500,615900,258300,81918000,2254200,2226600,1368800,63800,4239700,197800,184400,642000,6268500,1823700,1771700,5198500,218100,463780,160700,181300,168100,512100,11077700,40716100,2704000,6200,12700,446500,17529900,628300
"474",5955100,4901400,2057900,119800,769000,100,310300,549700,214300,74244600,1948700,1431900,2121400,81600,2382400,82600,126000,565900,6183200,2466000,1551800,5528200,253800,328980,158700,98000,165300,564600,10684000,38662400,2908200,14500,29500,516400,13706200,1454200
"475",5298300,6377100,1457200,165300,1539300,0,203200,647000,268900,63342900,1251800,1136500,1779400,46400,5391400,65500,144200,416300,8174900,2369400,1596500,6982700,192100,836600,82900,79100,208800,291100,11545800,34558200,3294300,11600,9500,410300,15121600,1647700
"476",8732100,6793200,953200,163800,1208700,0,197700,845800,194000,92612000,2138400,1374700,535700,32100,2852100,78900,191700,618600,6433600,3070500,1599700,10347200,126500,383160,133600,153000,257500,396100,12341700,33606500,2839600,5000,5500,584000,11702500,895700
"477",7798300,6810800,834500,177900,776800,0,243500,585800,730700,76857100,1313200,922300,504400,10300,2857800,49200,143500,409300,5526100,3494400,1452500,10172300,119500,364180,149600,86100,241600,411100,9894400,26246500,2439700,5500,7400,417300,10527400,640500
"478",4885800,4186800,1083500,267400,1019800,0,290600,316900,274900,79295400,2640600,1078100,368700,46900,2981000,160400,135300,406700,5577800,2579000,1255000,7252800,209200,524840,149400,128400,290300,426300,8409100,26159300,2458700,11100,6900,594200,9470700,404600
"479",4038100,4915800,794400,175200,1018700,6030,227500,628300,316700,63092900,3268400,1107300,1327900,7200,4471300,70200,141400,293200,4821300,2074900,809800,4324500,156700,422320,84700,140100,190800,411600,14657000,50630500,3584000,6800,4600,660800,23605700,681100
"480",7029200,9512700,1780700,173000,1442800,130,180800,1675100,381000,72009500,2022000,1001500,5385600,22600,3771900,83600,167300,347400,6574200,2919100,2173800,7404300,159000,286880,136900,153100,164900,291800,9746200,29812700,2584000,23800,5300,609800,11697300,421000
"481",4526600,4638100,1143700,142300,2657200,1300,390200,832100,279900,56575900,2112300,1109700,8739500,29400,8563300,58700,139100,443200,5802600,2891300,2833400,4063400,231900,288780,65000,101300,195000,581700,8680700,36389500,2191000,6600,13500,1019100,12307500,1304300
"482",4437900,3860500,856400,157700,1531900,0,195300,675600,252900,94625600,4294100,812800,6530600,642300,4919000,48600,265400,847600,26406000,9340300,3492100,12365400,119500,292140,57400,204200,157300,512500,8370300,30594400,2490700,5200,8300,1073000,14357300,1022100
"483",3517100,5053700,1158100,99400,1618600,2430,545700,1751900,213900,71311100,2858600,1314000,7496000,70000,6331200,30300,162800,612000,7104300,2386000,1703900,5563100,194700,288300,94800,182500,250600,406600,11986200,36502400,3918500,18400,16800,531000,14321100,1063600
"484",5313700,6479600,1557000,220500,1269200,253,466300,730600,430000,67637100,3033500,1079200,3929700,63800,3746200,106000,175700,662300,6846200,3070200,1822600,6757100,111500,240940,194600,236200,236500,432000,9108600,57686200,2928200,6300,13100,601700,12089200,909200
"485",5327800,7403700,1876100,183500,1680200,1530,385300,931200,389600,59278900,14310800,1083700,19428200,188900,5635400,84400,170900,551000,8100700,2030300,1762300,6077800,215400,245680,153900,123700,115000,342600,11555600,38254900,2446500,8300,11800,558600,13746500,361000
"486",9963500,9615000,2206500,126100,1486100,58045,364200,1287100,345800,76229200,4685000,1332300,10770100,57100,4544700,44400,142600,394800,6286100,3066600,1916400,5497700,206300,172120,117100,65500,149900,498000,7699400,28977300,2045500,6300,10900,538700,13622800,521100
"487",5000900,6755400,1267500,109200,1754400,0,528400,993800,187400,75169300,4699900,2360100,3484000,83200,3298800,28000,139400,353100,4255400,2817700,1627600,4868800,282500,206160,129900,318500,195000,493500,6120200,21173200,1509700,13900,15200,1003000,8915000,447800
"488",4756800,3968100,1094000,154400,2151300,410,232100,514000,226200,71057600,3741500,1490500,6778900,80700,3621400,52700,108600,491400,5570100,17231400,2632600,6282600,506200,496140,201000,299600,179000,405900,10714100,26105600,2803600,5200,7800,908000,10778000,547100
